Sentence,Label
"We are not responsible or liable for any damage or loss related to any unauthorized access or use of your account, including without limitation, as a result of phishing or other similar attacks.",High Risk
Information Wakelet Collects and how it is used Wakelet may collect personal information from Registered Users as described below.,High Risk
"We will notify users of any breach resulting in unauthorized release of data electronically within 72 hours, at minimum, and without unreasonable delay so that you can take appropriate steps.",High Risk
"This Privacy Policy does not apply to any third party applications or software that integrate with the Services through our Site ""Third Party Services"" , or any other third party products, services or businesses.Information We Collect and ReceiveWe collect personal information about you in the following ways Information you give us Information that you may provide through the Services or otherwise communicate with us includes Personal and Business Contact information, such as your first name, last name, postal address, email address, telephone number, job title, school data and employer name.",High Risk
"For example, when you place an item on layaway or place an order online, to fulfill your order we collect personal information, such as name, address, phone number, and credit or debit card information.",High Risk
"For example, you share information when you Make an in-store or online purchase, or other transaction, with us Use a gift registry or create a mobile shopping list Participate in our programs, such as eReceipts Conduct a transaction or request a service where we collect information including when required by law, such as hunting and fishing licenses Request customer service or contact us Post a review or comment on one of our social media pages, or post a rating, review or other user-generated content on one of our websites or mobile services.",High Risk
Walmartâ s general audience websites and mobile services are not directed to children under the age of 13 and do not knowingly collect personal information from children under the age of 13.,High Risk
"You understand and agree that we will not be liable to you or any third party for any loss of profits, use, goodwill, or data, or for any incidental, indirect, special, consequential or exemplary damages, however arising, that result from the use, disclosure, or display of your User-Generated Content your use or inability to use the Service any modification, price change, suspension or discontinuance of the Service the Service generally or the software or systems that make the Service available unauthorized access to or alterations of your transmissions or data statements or conduct of any third party on the Service the use of websites or services, as well as the content, goods, and services on those websites and services, mentioned by the Service or linked from the Website any other user interactions that you input or receive through your use of the Service.",High Risk
"You also agree that any information you provide is offered at your own risk, and that Warner cannot guarantee its protection from unauthorized access.",High Risk
"You acknowledge and agree that Warner will have no liability for the use or loss of Virtual Items for any reason, including due to any unauthorized third-party activity, such as hacking, phishing, password mining, social engineering, or any other unauthorized activity.",High Risk
"Indemnity You agree to indemnify and hold harmless Warner and its directors, officers, shareholders, parents, subsidiaries, affiliates, partners, agents, and licensors collectively, the ""Indemnified Parties"" from and against all losses, expenses, damages and costs, including reasonable attorney fees and costs, resulting from i your breach of any of the representations, warranties, and agreements made hereunder.",High Risk
"Advertising How We Use Cookies, Web Beacons, and Similar Technologies and How To Disable These Technologies Additional Choices With Respect To Targeted Advertising Privacy Information for California Residents Privacy Information for Nevada Residents Information for Certain Users Outside the United States Changes to Our Privacy Policy Information We Collect We may collect personal information about our users in various ways.",High Risk
We are not responsible for the security or privacy of any information collected by other websites or other services.,High Risk
Personal Information Collection Waste Management may collect personal information which is information that alone or in combination with other information could be used to identify you.,High Risk
We do not knowingly collect personal information from children or minors.,High Risk
"ANY CLAUSE DECLARED INVALID SHALL BE DEEMED SEVERABLE AND NOT AFFECT THE VALIDITY OR ENFORCEABILITY OF THE REMAINDER OF THESE TERMS OF USE.INDEMNIFICATIONYou agree to indemnify, defend and hold Waste Management and its affiliates, and their respective officers, directors, owners, employees, agents, information providers and licensors collectively the ""Indemnified Parties,"" or individually, â Indemnified Partyâ harmless from and against any and all claims, liability, losses, actions, suits, costs and expenses including attorneysâ fees arising out of or incurred by any breach by you of these Terms of Use.",High Risk
"If you are a parent or guardian and learn that your minor child has provided us with Personal Information without your consent, please contact us using the details below.Back to topBack to topWhy do we collect and use your email?We use email as an important way to communicate with you.",High Risk
"When placing cookies or using web beacons and clear gifs, Wattpad does not collect Personal Information, and we do not combine the information we do collect by these means with other Personal Information to tell us who you are or what your screen name or e-mail address is.",High Risk
"When receiving a request, we will collect personal information to verify the identity of the individual making the request.",High Risk
"You may not promote any commercial interest, falsify or delete any information on Wave, collect personal information without express authority to do so, violate any applicable Laws, create a false identity or utilize Wave under false pretenses.In simple TermsMore bad things youâ re not allowed to do, like pretending to be someone youâ re not, or breaking Laws.I.",High Risk
"Note that we will not collect names, addresses or other information from your deviceâ s phone contacts book, however some of this information may be saved locally on your device and may be used within searches for your friendâ s name or address within the Services.",High Risk
"no frames or inline linking iv interfere with or violate any third party or other userâ s right to privacy or other rights, including copyrights and any other intellectual property rights of others, or harvest or collect personal information about visitors or users of the Service and or Site without their express consent, including using any robot, spider, site search or retrieval application, or other manual or automatic device or process to retrieve, index, or data-mine v defame, abuse, harass, stalk, threaten, or otherwise violate the legal rights of others, including othersâ copyrights, and other intellectual property rights vi transmit or otherwise make available in connection with the Service and or Site any virus, worm, Trojan Horse, time bomb, web bug, spyware, or any other computer code, file, or program that may or is intended to damage or hijack the operation of any hardware, software, or telecommunications equipment, or any other actually or potentially harmful, disruptive, or invasive code or component vii interfere with or disrupt the operation of the Service and or Site, or the servers or networks that host the Service and or Site or make the Service and or Site available, or disobey any requirements, procedures, policies, or regulations of such servers or networks viii sell, license, or exploit for any commercial purposes any use of or access to the Content and or the Service and or Site ix frame or mirror any part of the Service and or Site without Wazeâ s prior express written authorization x create a database by systematically downloading and storing all or any of the Content from the Service and or Site xi forward any data generated from the Service and or Site without the prior written consent of Waze xii transfer or assign your Service accountsâ password, even temporarily, to a third party xiii use the Service and or Site for any illegal, immoral or unauthorized purpose xiv use the Site, the Service, or the Content for non-personal or commercial purposes without Wazeâ s express prior written consent.",High Risk
"Examples of instances when we collect Personal Information include when you answer questions on the Site or in the App to determine what kind of portfolio we might recommend if you were to become a Client, when you register to open an account either as a User or a Client, when you contact our client service organization with questions, or when you become a Client.",High Risk
"Information We Collect from Users We collect Personal Information from Users, including but not limited to your name, e-mail address, telephone number, zip code, Internet Protocol address, birth date.",High Risk
Other Ways We Collect Information Other means by which we collect Personal Information include the following Automatic Data Collection.,High Risk
We do not collect Personal Information about your online activities over time and across different websites or online services.,High Risk
We do not knowingly authorize third-parties to collect Personal Information about your online activities over time and across different websites or online services.,High Risk
Information Sharing and Onward Transfer We will not share or disclose your Personal Information whether you are a current or former User or Client to any nonaffiliated third-parties except To Protect Ourselves or Others.,High Risk
"NO LIABILITY FOR INACCURACIES WE NEITHER ENDORSE NOR ARE RESPONSIBLE FOR THE ACCURACY OR RELIABILITY OF ANY OPINION, ADVICE, OR STATEMENT ON THE SITE, NOR FOR ANY OFFENSIVE, DEFAMATORY, OR OBSCENE POSTING MADE IN THE PARTICIPATORY AREAS BY ANYONE OTHER THAN OUR AUTHORIZED EMPLOYEE SPOKESPERSONS WHILE ACTING IN THEIR OFFICIAL CAPACITIES.",High Risk
Information from Children We do not knowingly request or collect personal information from anyone under the age of 13.,High Risk
SEO Designers Ã Privacy We will not collect any personal information about visitors on this website without their explicit permission.,High Risk
"If You do not agree to share information about Your location with Us, We will not collect such information.",High Risk
"Data breaches In order to be in line with Fair Information Practices we will take the following responsive action, should a data breach occur â We will notify you via email within 1 business day â We will notify the users via in-site notification within 1 business day Collections A Collection is a feature that WebCull offers that allows users to share folders from within their bookmark manager.",High Risk
"In some cases, we may use cookies and similar technologies to collect Personal Information or information that becomes Personal Information if we combine it with other information.",High Risk
Third party sources of information We only collect Personal Information about you from third parties that you voluntarily choose to connect with our Services.,High Risk
We do not knowingly request to collect Personal Information from any Data Subject under the age of consent as defined by the jurisdiction in which the Data Subject resides.,High Risk
We are not responsible for and we do not control any third parties that you authorize to access your User Content.,High Risk
"WEBMAIL.CO.ZA MAKES NO WARRANTIES OR REPRESENTATIONS ABOUT THE ACCURACY OR COMPLETENESS OF THIS SITE'S CONTENT OR THE CONTENT OF ANY SITES LINKED TO THIS SITE AND ASSUMES NO LIABILITY OR RESPONSIBILITY FOR ANY I ERRORS, MISTAKES, OR INACCURACIES OF CONTENT, II PERSONAL INJURY OR PROPERTY DAMAGE, OF ANY NATURE WHATSOEVER, RESULTING FROM YOUR ACCESS TO AND USE OF OUR WEBSITE, III ANY UNAUTHORIZED ACCESS TO OR USE OF OUR SECURE SERVERS AND OR ANY AND ALL PERSONAL INFORMATION AND OR FINANCIAL INFORMATION STORED THEREIN, IV ANY INTERRUPTION OR CESSATION OF TRANSMISSION TO OR FROM OUR WEBSITE, IV ANY BUGS, VIRUSES, TROJAN HORSES, OR THE LIKE WHICH MAY BE TRANSMITTED TO OR THROUGH OUR WEBSITE BY ANY THIRD PARTY, AND OR V ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF THE USE OF ANY CONTENT POSTED, EMAILED, TRANSMITTED, OR OTHERWISE MADE AVAILABLE VIA THE WEBMAIL.CO.ZA WEBSITE.",High Risk
"WebMD does not share your personal information with these Third Party Websites without your consent, but you should be aware that any information you disclose to these Third Party Websites once you access these Third Party Websites is not subject to this Privacy Policy.",High Risk
The WebMD Sites do not collect personal information from any person we actually know is under the age of 13.,High Risk
Personal Information We Collect We may collect Personal Information about you from various sources described below.,High Risk
"Except as described in this Policy or otherwise disclosed to you at the time of the collection, we will not disclose information about you that we collect on the Service to third parties without your consent.",High Risk
"Our Site is a general audience site not directed to children under the age of 16, and we do not knowingly collect Personal Information from children under the age of 16 without obtaining parental consent.",High Risk
c attempting to collect personal information about another user or third party without consent.,High Risk
"DATA SHARING AND TRANSFER webSaver.ca will not, without your consent, trade, sell or share your personal information for use by any business, other than the ones to which you submitted your information, , unless required by law or as disclosed to you when the information is collected.",High Risk
"WE ARE NOT RESPONSIBLE FOR ANY DAMAGE, LOSS OF DATA, CUSTOMER INFORMATION OR VENDOR DATA, REVENUE, OR OTHER HARM TO BUSINESS ARISING OUT OF DELAYS, MISDELIVERY OR NONDELIVERY OF INFORMATION, RESTRICTION OR LOSS OF ACCESS, BUGS OR OTHER ERRORS, UNAUTHORIZED USE DUE TO YOUR SHARING OF ACCESS TO THE SERVICE, OR OTHER INTERACTION WITH THE SERVICE.",High Risk
Children We do not knowingly collect personal information from children under the age of 13 through the Websites.,High Risk
"We cannot guarantee the security of any information that you disclose online, and you do so at your own risk.",High Risk
"If we decide to change our Privacy Policy, we will post changes on this page.What types of personal information do we collect?We only collect personal information if it is necessary for one of our functions or activities.",High Risk
"In addition we collect personal information relating to shareholders information about the shareholding, banking details and tax file numbers for payment of dividends and other amounts group company employees where we are providing services for our group companies.",High Risk
"We will collect this information directly, from organisations that provide recruitment related services to us, and from third parties who provide job applicants with professional or personal references We will also collect personal information, including names and contact details, about people involved in or through organisations that we support or sponsor our suppliers.",High Risk
"We are not responsible for the privacy practices or policies of those sites and recommend that you review their privacy policies.How we collect and hold personal informationWhere it is reasonable and practicable to do so, we collect your personal information directly from you when you correspond or register your details with us, enter into arrangements with us, or provide feedback to us.",High Risk
"Depending on the nature of our interaction with you, we may collect personal information from third parties â for instance, information regarding shareholders is collected from our share registrar or share plan registrar, and information about job applicants is collected in the manner set out above.",High Risk
"Generally, we will only collect personal information from you, and use it and disclose it with your consent or from someone on your behalf.",High Risk
It is our policy to collect personal information about you directly from you where possible or reasonable to do so.,High Risk
"This information is collected for security, legal and identification purposes and is generally returned to you immediately and not retained without your consent.",High Risk
"If you choose to disclose sensitive information via the Bot, you do so at your own risk.",High Risk
"Requirements of government authorities As mentioned above, we are required to collect personal information by government authorities in the U.S., Canada and other countries, and that information may be disclosed to those authorities without your knowledge or consent as required by law.",High Risk
There are several ways in which we may collect personal information from you you may submit it or we will collect it automatically through our Services.,High Risk
"These sites are not owned or controlled by us and We are not responsible for the collection, use and disclosure of personal information or the privacy practices of other organizations or other websites to which our site may refer visitors or provide links for.",High Risk
"We do not collect, use or disclose your Personal Information other than as described in this Privacy Policy without your consent, unless permitted or required by law.",High Risk
"We may be required or permitted under statute or regulation to collect, use or disclose personal information without your consent, for example in response to a court order or subpoena, to comply with local or federal regulations, or to collect a debt owed to us.",High Risk
"We may process your personal information because We need to perform a contract with you, such as when you create a Policy with us You have given us permission to do so The processing is in our legitimate interests and it's not overridden by your rights For payment processing purposes To comply with the law What categories of personal information we collect We collect the following categories of personal information that you choose to provide us on our Wheel of Names We may also collect personal information that you give us during your communication with us regarding our services, such as technical support threads.",High Risk
"Your rights as the owner of personal information You have the following data protection rights The right to access to your data The right to update or correct your data The right to object to the use of your data The right to restrict the use of your data The right to transfer your data to another data controller The right to the erasure of your data The right to withdraw consent The right to non-discrimination related to the exercising of your rights under the GDPR and CCPA The right to obtain information about the personal data we have collected from you and sold or disclosed to other subjects, if you are a California resident The right to opt-out from sales of your personal information to third parties In addition, if you are a California resident, you have the right to request from us to disclose to you the following The categories of personal information we have collected about you The categories of sources from which the personal information is collected The business or commercial purpose for collecting or selling your personal information The categories of third parties with whom we share personal information The specific pieces of personal information we have collected about you How can you exercise your rights as the owner of personal information You may submit your requests to exercise your right under the GDPR,CCPA by Email admin@wheelofnames.com Website wheelofnames.com Please note that we may ask you to verify your identity before responding to such requests.",High Risk
"We collect personal information from our users in a variety of ways, including Information you provide.",High Risk
We collect personal information from and about you for a variety of purposes.,High Risk
"However, we do allow certain third-party advertising partners to collect information about the users of our Service for the purposes of serving ads that are more relevant, for ad campaign measurement and analytics, and for fraud detection and reporting.",High Risk
"In the unlikely event that When I Work has not been able to resolve a dispute it has with you after sixty 60 days, we each agree to resolve any claim, dispute, or controversy excluding any claims for injunctive or other equitable relief as provided below arising out of or in connection with or relating to this Agreement, or the breach or alleged breach thereof collectively, â Claimsâ , by binding arbitration by JAMS, under the Optional Expedited Arbitration Procedures then in effect for JAMS, except as provided herein.",High Risk
"We created this Privacy Policy to help you understand how we collect Personal Information, what information we collect, how we use it, the steps we take to safeguard it, and the choices you have regarding how it may be used and disclosed.",High Risk
"In this Privacy Policy, weâ ve provided detailed information on when and why we collect personal information, how we use it, the limited conditions under which we may disclose it to others, and how we keep it secure.",High Risk
"ADVERTISEMENTS, INFORMATION AND ALL OTHER CONTENT PUBLISHED BY THIRD PARTIES ARE THE SOLE RESPONSIBILITY OF THE THIRD PARTY PUBLISHERS, AND WIFI MAP HAS NO LIABILITY OR OTHER RESPONSIBILITY FOR THOSE MATERIALS, EVEN IF THEY ARE PRESENTED THROUGH OUR APP OR THROUGH THE USE OF DATA COLLECTED THROUGH OUR APP.",High Risk
"In the unlikely event that wikiHow has not been able to resolve a dispute it has with you after attempting to do so informally, we each agree to resolve any claim, dispute, or controversy excluding any wikiHow claims for injunctive or other equitable relief arising out of or in connection with or relating to this Agreement, or the breach or alleged breach thereof collectively, â Claimsâ , by binding arbitration by the American Arbitration Association â AAAâ under the Commercial Arbitration Rules and Supplementary Procedures for Consumer Related Disputes then in effect for the AAA, except as provided herein.",High Risk
"If you do not want to receive such e-mail messages, you may opt out by changing your account settings or by sending mail to the following postal address Interesting.com, Inc. 49 Bramblebush Road Croton on Hudson, NY 10520 Data Collection We only collect Personal Information if members provide it to us voluntarily.",High Risk
Children We do not knowingly collect Personal Information from children under the age of 14.,High Risk
"Wild Sky Media MAKES NO WARRANTIES OR REPRESENTATIONS ABOUT THE ACCURACY OR COMPLETENESS OF THIS SITEâ S CONTENT OR THE CONTENT OF ANY SITES LINKED TO THIS SITE AND ASSUMES NO LIABILITY OR RESPONSIBILITY FOR ANY I ERRORS, MISTAKES, OR INACCURACIES OF CONTENT, II PERSONAL INJURY OR PROPERTY DAMAGE, OF ANY NATURE WHATSOEVER, RESULTING FROM YOUR ACCESS TO AND USE OF THE Wild Sky Media SITES, III ANY UNAUTHORIZED ACCESS TO OR USE OF OUR SECURE SERVERS AND OR ANY AND ALL PERSONAL INFORMATION AND OR FINANCIAL INFORMATION STORED THEREIN, IV ANY INTERRUPTION OR CESSATION OF TRANSMISSION TO OR FROM THE Wild Sky Media SITES, IV ANY BUGS, VIRUSES, TROJAN HORSES, OR THE LIKE WHICH MAY BE TRANSMITTED TO OR THROUGH THE Wild Sky Media SITES BY ANY THIRD PARTY, AND OR V ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF THE USE OF ANY CONTENT POSTED, EMAILED, TRANSMITTED, OR OTHERWISE MADE AVAILABLE VIA THE Wild Sky Media SITES.",High Risk
"We can also collect personal information from Users to the Website, including automated information collected in server log files or 3rd party tools as outlined in section 3.2 below .",High Risk
"However, we will normally collect personal information from You only where we need the personal information to perform a contract with You e.g.",High Risk
"In some cases, we may also have a legal obligation to collect personal information from You.",High Risk
"Corel also uses third-party advertising networks that collect IP addresses and other information from web beacons see below on our websites, from emails, and on third-party websites.",High Risk
What We Collect Personal Information.,High Risk
"We collect personal information you choose to provide to us in connection with your activities on the Site, such as using our pre-planning services, subscribing to obituary notifications, and so on.",High Risk
"Our ad partners may collect personal information such as your name, email address, postal address, or telephone number.",High Risk
"Your liability for the first 50 EUR also does not apply to any unauthorised transactions made after you have notified us that your Wise Account may have been compromised using the details weâ ve given you b if you have acted fraudulently, in which case we will not refund you in any circumstances c if you do not quickly notify us of security issues on your Wise Account e.g.",High Risk
"We will not disclose or disseminate any biometric data to anyone other than our identity verification providers, or when required by applicable laws and regulations, or pursuant to a valid order from a court.",High Risk
"Errors and Compromised User Credentials Once Transactions have been executed, they cannot be reversed, and, except as expressly set out in this Agreement, we will not be liable in any way for any loss you suffer as a result of a Transaction being carried out in accordance with your instructions.",High Risk
"We will not provide account passwords or security questions and answers, or any specific pieces of information if the disclosure presents the possibility of unauthorized access that could result in identity theft or fraud or unreasonable risk to data or systems and network security.",High Risk
"We will not sell data for any reason, or collect anything that is not used as a matter of course for providing federated services.",High Risk
"User information To provide you the Services, we must collect Personal Information relating to an identified or identifiable natural person â Personal Informationâ .",High Risk
"We collect Personal Information you provide us, from your use of the Services, and from other sources.",High Risk
"We may receive Personal Information about you from third-party sources, such as i security providers , fraud detection and prevention providers for example to help us screen out users associated with fraud, ii social media platforms, when you log-in or sign-up using your social media account, we may receive Personal Information from that service e.g., your username, basic profile Personal Information and in some cases, we may collect Personal Information from lead enhancement companies which help us to improve our service offering.",High Risk
"ItsThatEasyTo provide our Services, we collect Personal Information about our Users.",High Risk
"Users of users â Personal Informationâ We may also collect Personal Information pertaining to visitors and users of our Userâ s websites or services â Users-of-Usersâ , solely for and on our Usersâ behalf as further described in Section â 6 below .2.3.",High Risk
"Subject to our compliance with COPPA, Wizards may collect personal information from Children for any of the purposes set forth in this Privacy Policy and may use, share, and otherwise process such information as set forth in this Privacy Policy.",High Risk
"We are not responsible for the effectiveness of, or compliance with, any third-party opt-out options or programs, or the accuracy of any company statements regarding their opt-out options or programs.",Low Risk
"Please see the Data Retention Policy Addendum to Wolfram's Privacy Policies, which outlines our GDPR compliance in collecting, processing and using your personal data.",High Risk
"You agree to indemnify and hold Wolfram Alpha and its directors, officers, shareholders, subsidiaries, affiliates, agents, and licensors harmless from and against all losses, expenses, damages, and costs, including attorneysâ fees, resulting from your violation of these Terms of Use, including, without limitation, any use of this website other than as expressly authorized by these Terms of Use.Reporting Incorrect or Infringing MaterialIf you find something in Wolfram Alpha that you feel is incorrect, we encourage you to report it.",High Risk
"We may share with third parties certain pieces of aggregated, and anonymized information, such as the number of users who accessed a certain url, or how many users clicked on a particular advertisement.",Low Risk
Data Retention and Deletion We will not retain data longer than is necessary to fulfill the purposes for which it was collected or as required by applicable laws or regulations.,High Risk
We do not knowingly collect Personal Information from anyone under 13 years of age.,High Risk
"If we determine upon collection that a user is under 13, we will not use or maintain his her Personal Information without the parent guardianâ s consent.",High Risk
"Uninstall If you decided to uninstall world-search.net browser extension, you just need to follow the instructions on this link Uninstall Link Security When we collect personal information directly from you, we follow generally accepted industry standards to protect the personal information submitted to us, both during transmission and once we receive it.",High Risk
We will not collect payment information.The data will be transmitted to third-party payment platform.,High Risk
Who We Share Your Information with We will not share any information that we have collected from or about you except as described below and we will share only necessary information on the minimum basis Information Shared with Our Services Providers.,High Risk
We may disclose your personal information as needed to Third-Party advertising partners.,High Risk
"We are not responsible or liable for, and do not approve or endorse any third-party information, content, materials, websites or applications made available on the Site or through the Services collectively, ""third party materials"" .",High Risk
"INDEMNIFICATION AND WARRANTIES You agree to indemnify, defend, and hold harmless WRITERDUET INC. and its subsidiaries, affiliates, officers, directors, owners, agents, information providers, licensors and licensees, advertisers, third-party content-providers and licensors, and other partners and employees, collectively, the ""Indemnified Parties"" from any loss, liability, claim, or demand made by a third party and arising 1 out of your use of the Service in violation of this Agreement.",High Risk
"In some cases, we may use cookies and other tracking technologies described in this Cookie Statement to collect personal information, or to collect information that becomes personal information if we combine it with other information.",High Risk
We do not knowingly collect personal information from or about any person under the age of 16.,High Risk
"MORE OPTIONSDISAGREEAGREE Download Tutorials Source Code Contact Me Donate Privacy Policy TL DR What I DON'T do Collect your Minecraft usernames and or passwords Distribute malware or ""potentially unwanted programs"" with Wurst Sell your data What I DO Use Google Analytics to see how many people are using Wurst Sell ads on this website Google Analytics I use Google Analytics to see how many people are using Wurst and which versions are the most popular.",High Risk
"We will not collect or store location information if you donâ t enable the location-based service, or if an app does not include the location-based feature.",High Risk
"Where we provide services to a School, including by making our publications and other products available for course adoption, we may share Student data including class work, We may also use Non-Personally Identifying Information we collect from and about Students for our own analytic purposes, to better understand how our products and services are accessed and used and to improve them, and we may develop and share with third parties analyses containing aggregated Non-Personally Identifying information for purposes of describing, marketing and selling our educational products and services.",High Risk
"We will not, however, materially change our Practices in any way that would make them less protective of personally identifying information we have previously collected from you unless we obtain your express consent to do so.",High Risk
"You understand and agree that Wyng does not direct any Campaign Operator to collect any Personal Information from Campaign Users, and therefore Wyng assumes no liability in connection with any misuse by a Campaign Operator or social media site of your Personal Information, or the failure of the Campaign Operator or social media site to obtain your consent to use your Personal Information if such is legally required.",High Risk
Wyng does not knowingly collect Personal Information from children under 13.,High Risk
"If the changes to the Privacy Policy include changes to the collection, storing or processing Your Personal information in a way that infringe into Your privacy, we will notify You clearly about the same and seek Your consent for the same where required by the applicable laws and regulations.",High Risk
"IF YOU EXERCISE YOUR RIGHT TO BE FORGOTTEN AND RESET YOUR DATA, YOU WILL LOSE THE RIGHT TO ACCESS YOUR DATA AS IT WILL BE PERMANENTLY DELETED.. You can also access your other Personal data collected such as vendor specific ID provided by the App Play store, mobile operating system, OS version, device make and model.You will need to send an email request with reasons from Your Google or Apple email ID to the contact information provided here.",High Risk
"If the changes to the Privacy Policy include changes to the collection, storing or processing Your Personal information in a way that infringe into your privacy, we will notify you clearly about the same and seek your consent for the same where required by the applicable laws and regulations.",High Risk
"The storage, use, security of the Information is governed by the Wysa Privacy Policy and Terms and Condition You agree and authorize Touchkin to collect and process Your data in accordance with the terms of our Privacy Policy TOUCHKIN OR WYSA WELL-BEING COACH OR WYSA THERAPIST MAY DISCLOSE YOUR DATA IF TOUCHKIN REASONABLY BELIEVES THAT DISCLOSURE IS NECESSARY IN ORDER TO COMPLY WITH A LEGAL PROCESS SUCH AS A COURT ORDER, SUBPOENA, SEARCH WARRANT, ETC.",High Risk
"If we collect personal data that we know is from a child under 16 years old in the future, we will not â sellâ or â shareâ that information unless we receive affirmative permission, in compliance with applicable data protection laws, to do so.",High Risk
"We collect personal information about candidates from the following sources You, the candidate.",High Risk
"We will ask for your consent before Xapo keeps your data for this purpose and you are free to withdraw your consent at any time by contacting us at jobs@xapo.com After this period, we will securely destroy your personal information in accordance with our Xapo Data Retention Policy.",Positive Point
"The ads may be based on various factors such as the content of the page you are visiting, information you provide such as your age and gender, your searches, demographic data, user-generated content, and other information we collect from you.",High Risk
"We also may share with third-party advertisers a hashed version of your email address, solely in non-human readable form and content that you share publicly when using the services e.g., user-generated content for purposes of delivering tailored advertising.",Low Risk
"Unfortunately, the transmission of information via the internet is not completely secure, and although we will do our best to protect your information, we cannot and do not guarantee that the measures we take will prevent every unauthorized attempt to access, use, or disclose your information since despite our efforts, as no Internet and or other electronic transmissions can be completely secure and any transmission is at your own risk.",High Risk
"If you allow others to use your Comcast or Xfinity accounts or Services, we will also collect personal information about those individuals.",High Risk
How We Collect Personal Information We collect personal information about you in several ways.,High Risk
"We may also disclose information that personally identifies you as permitted by law and without your consent when it is necessary to protect our customers, employees, or property.",High Risk
"If we make material changes to this Privacy Policy that increase our rights to use personal information that we have previously collected about you, we will notify you through written, electronic, or other means so that you can make any necessary decisions about your ongoing use of our Services.",High Risk
"TABLE OF CONTENTS Covered Xfinity Services Additional Terms Charges and Billings Changes to Services, Rates, Charges, and this Agreement Access to Your Premises Customer Equipment and Inside Wiring Xfinity Equipment Use of the Services Termination Limited Warranty Limitation of Liability One Year Limitation Period Binding Arbitration, and Class Collective Representative Action Relief Waiver Waiver of Jury Trial Indemnification Monitoring and Recording Our Intellectual Property Rights Your Representations and Warranties Consent to Communications from Comcast Information Provided to Third Parties Assignability Retention of Rights Entire Agreement Contact Us COVERED XFINITY SERVICES The following services are covered by this Agreement Xfinity cable television and other video services â TVâ .",High Risk
"BINDING ARBITRATION, AND CLASS COLLECTIVE REPRESENTATIVE ACTION RELIEF WAIVER Any Dispute involving you and us shall be resolved through individual arbitration as described in this Section 13 the â Arbitration Provisionâ .",High Risk
"There may be occasions when Xiaomi may collect, use or disclose your personal information without your consent if it is and only to the extent it is permitted under applicable data protection laws .",High Risk
We are not responsible for and cannot control how third parties use personal information which they collect from you.,High Risk
"If we make a material change to this Privacy Policy, we will notify you via your registered contact information such as email sent to the email address specified in your account or publish on Xiaomi websites or notify you via mobile devices so that you can learn about the information we collect and how we use it.",High Risk
"If a revision meaningfully reduces your rights, we will notify you.Your Right to Control and Access Your InformationYou have control over your personal information and how it is collected, used, and shared.",High Risk
"XMIND MAKES NO WARRANTIES OR REPRESENTATIONS ABOUT THE ACCURACY OR COMPLETENESS OF THIS SITE'S CONTENT OR THE CONTENT OF ANY SITES LINKED TO THIS SITE AND ASSUMES NO LIABILITY OR RESPONSIBILITY FOR ANY I ERRORS, MISTAKES, OR INACCURACIES OF CONTENT, II PERSONAL INJURY OR PROPERTY DAMAGE, OF ANY NATURE WHATSOEVER, RESULTING FROM YOUR ACCESS TO AND USE OF THE SITE, III ANY UNAUTHORIZED ACCESS TO OR USE OF OUR SECURE SERVERS AND OR ANY AND ALL PERSONAL INFORMATION AND OR FINANCIAL INFORMATION STORED THEREIN, IV ANY INTERRUPTION OR CESSATION OF TRANSMISSION TO OR FROM THE SITE, IV ANY BUGS, VIRUSES, TROJAN HORSES, OR THE LIKE WHICH MAY BE TRANSMITTED TO OR THROUGH THE SITE BY ANY THIRD PARTY, AND OR V ANY ERRORS OR OMISSIONS IN ANY CONTENT OR FOR ANY LOSS OR DAMAGE OF ANY KIND INCURRED AS A RESULT OF THE USE OF ANY CONTENT POSTED, EMAILED, TRANSMITTED, OR OTHERWISE MADE AVAILABLE VIA THE SITE.",High Risk
"This policy further describes how we may collect Personal Information, with whom we may share it, as well as the choices you have regarding our collection of information and our use and disclosure of that information to other parties.",High Risk
"In addition, we may collect, use, and disclose personal information without your consent when we are required or permitted by applicable law to do so.",High Risk
"Notwithstanding the foregoing, if you withdraw consent we nonetheless reserve the rights to retain, collect, use and disclose Personal Information without your consent where we are required or permitted by applicable law to do so.",High Risk
"Where Data is collected this way, its processing is governed by the privacy policy of the respective social media platforms.Iovate operates on a global basis and may transfer your Data to a country other than your own.",High Risk
"However, no Internet or email transmission is ever fully secure or error free, so your use of the Site and the Data you provide is at your own risk.",Positive Point
"We are not responsible for the information that a third-party website or application may collect about you, even if you accessed the website or application via our Site.",High Risk
